yindex,Xindex,Height,resLayer1,resLayer2,resLayer3,resLayer4,resLayer5,resLayer6,resLayer7,resLayer8,resLayer9,resLayer10,resLayer11,resLayer12,resLayer13,resLayer14,resLayer15,resLayer16,resLayer17,resLayer18,resLayer19,resLayer20,resLayer21,resLayer22,resLayer23,resLayer24,resLayer25,resLayer26,resLayer27,resLayer28,resLayer29,resLayer30,resLayer31,resLayer32,resLayer33,resLayer34,resLayer35,resLayer36,resLayer37,resLayer38,resLayer39,resLayer40,resLayer41,resLayer42,resLayer43,resLayer44,resLayer45,resLayer46,resLayer47,resLayer48,resLayer49,resLayer50,resLayer51,resLayer52,resLayer53,resLayer54,resLayer55,resLayer56,resLayer57,resLayer58,resLayer59,resLayer60,resLayer61,resLayer62,resLayer63,resLayer64,resLayer65,resLayer66,resLayer67,resLayer68,resLayer69,resLayer70,resLayer71,resLayer72,resLayer73,resLayer74,resLayer75,resLayer76,resLayer77,resLayer78,resLayer79,resLayer80,resLayer81,resLayer82,resLayer83,resLayer84,resLayer85,resLayer86,resLayer87,resLayer88,resLayer89,resLayer90,resLayer91,resLayer92,resLayer93,resLayer94,resLayer95,resLayer96,resLayer97,resLayer98,resLayer99,resLayer100,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
12,87,1.3711,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.57533,-2.61193,-2.64871,-2.68567,-2.72282,-2.76017,-2.79772,-2.83548,-2.87343,-2.91159,-2.94995,-2.98851,-3.02726,-3.0662,-3.10531,-3.14459,-3.18402,-3.22359,-3.26326,-3.30303,-3.34287,-3.38276,-3.42267,-3.46257,-3.50242,-3.54221,-3.58191,-3.62148,-3.66089,-3.70013,-3.73917,-3.77799,-3.81657,-3.8549,-3.89298,-3.93081,-3.96839,-4.00574,-4.04287,-4.07981,-4.11659,-4.15325,-4.18982,-4.22634,-4.26287,-4.29945,-4.33614,-4.37299,-4.41005,-4.44737,-4.485,-4.52301,-4.56142,-4.60029,-4.63966,-4.67957,-4.72005,-4.76115,-4.80288,-4.84529,-4.88838,-4.93219,-4.97674,-5.02203,-5.06808,-5.1149,-5.1625,-5.2109,-5.26009,-5.31007,-5.36086,-5.41245,-5.46484,-5.51802,-5.57197,-5.62671,-5.68227,-5.73861,-5.79571,-5.85353,-5.91211,-5.97145,-6.03153,-6.09233,-6.15381,-6.21598,-6.27884,-6.34237,-6.40654,-6.47135,-6.53679,-6.60283,-6.66943,-6.73658,-6.80434,-6.87275,-6.94175,-7.01124,-7.08113,-7.15141
13,87,1.3502,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.52725,-2.56459,-2.60212,-2.63984,-2.67775,-2.71585,-2.75416,-2.79268,-2.8314,-2.87032,-2.90944,-2.94877,-2.9883,-3.02801,-3.06791,-3.10797,-3.1482,-3.18857,-3.22906,-3.26965,-3.31032,-3.35106,-3.39182,-3.43258,-3.47331,-3.51399,-3.55458,-3.59504,-3.63535,-3.67548,-3.7154,-3.75509,-3.79453,-3.83369,-3.87257,-3.91117,-3.94948,-3.98751,-4.02526,-4.06277,-4.10007,-4.13717,-4.17412,-4.21095,-4.24773,-4.28449,-4.32129,-4.35819,-4.39523,-4.43248,-4.46999,-4.50782,-4.54601,-4.58462,-4.62369,-4.66327,-4.70339,-4.74411,-4.78545,-4.82743,-4.8701,-4.91348,-4.95759,-5.00244,-5.04804,-5.09441,-5.14158,-5.18955,-5.23831,-5.28788,-5.33826,-5.38945,-5.44146,-5.49426,-5.54785,-5.60224,-5.65745,-5.71347,-5.77025,-5.82778,-5.88607,-5.94513,-6.00495,-6.06549,-6.12674,-6.18869,-6.25134,-6.31467,-6.37866,-6.44329,-6.50858,-6.57448,-6.64095,-6.70797,-6.77563,-6.84395,-6.91287,-6.98229,-7.05212,-7.12235
14,87,1.3451,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.48094,-2.51877,-2.5568,-2.59501,-2.63342,-2.67203,-2.71085,-2.74988,-2.78912,-2.82857,-2.86823,-2.9081,-2.94819,-2.98847,-3.02894,-3.06961,-3.11044,-3.15144,-3.19258,-3.23385,-3.27522,-3.31667,-3.35818,-3.39971,-3.44123,-3.48273,-3.52415,-3.56548,-3.60667,-3.64769,-3.68852,-3.72912,-3.76947,-3.80953,-3.8493,-3.88877,-3.92792,-3.96676,-4.00527,-4.0435,-4.08145,-4.11914,-4.15662,-4.19392,-4.23108,-4.26816,-4.30521,-4.34229,-4.37944,-4.41672,-4.45421,-4.49196,-4.53002,-4.56843,-4.60727,-4.64658,-4.6864,-4.72679,-4.76776,-4.80937,-4.85165,-4.89462,-4.93832,-4.98275,-5.02794,-5.0739,-5.12066,-5.16822,-5.2166,-5.26578,-5.31579,-5.36662,-5.41828,-5.47074,-5.52401,-5.5781,-5.63303,-5.68877,-5.74529,-5.80258,-5.86065,-5.9195,-5.97913,-6.03951,-6.10059,-6.1624,-6.22493,-6.28816,-6.35206,-6.41662,-6.48185,-6.54771,-6.61415,-6.68116,-6.74882,-6.81717,-6.88614,-6.95561,-7.0255,-7.09581
15,87,1.3488,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.48005,-2.51863,-2.55739,-2.59634,-2.63549,-2.67484,-2.71439,-2.75415,-2.79411,-2.83428,-2.87465,-2.91522,-2.95599,-2.99695,-3.0381,-3.07941,-3.12088,-3.1625,-3.20425,-3.24609,-3.28802,-3.33002,-3.37204,-3.41405,-3.45604,-3.49796,-3.53979,-3.58147,-3.62299,-3.66429,-3.70537,-3.74617,-3.78667,-3.82685,-3.86668,-3.90616,-3.94528,-3.98404,-4.02243,-4.06048,-4.0982,-4.13564,-4.17281,-4.20976,-4.24654,-4.2832,-4.31981,-4.3564,-4.39304,-4.4298,-4.46674,-4.50392,-4.54139,-4.57921,-4.61743,-4.65611,-4.6953,-4.73504,-4.77537,-4.81632,-4.85793,-4.90024,-4.94326,-4.98702,-5.03152,-5.0768,-5.12287,-5.16974,-5.21742,-5.2659,-5.31521,-5.36534,-5.41629,-5.46804,-5.5206,-5.57397,-5.62818,-5.68321,-5.73901,-5.79557,-5.85291,-5.91104,-5.96994,-6.02958,-6.08993,-6.151,-6.21279,-6.27527,-6.33842,-6.40224,-6.46672,-6.53183,-6.59751,-6.66377,-6.73069,-6.79829,-6.8665,-6.93522,-7.00436,-7.07391
16,87,1.3344,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.48801,-2.52671,-2.56559,-2.60467,-2.64394,-2.6834,-2.72307,-2.76295,-2.80303,-2.84331,-2.88379,-2.92447,-2.96535,-3.00642,-3.04767,-3.08908,-3.13065,-3.17237,-3.21421,-3.25615,-3.29816,-3.34024,-3.38234,-3.42444,-3.46649,-3.50848,-3.55036,-3.5921,-3.63366,-3.675,-3.7161,-3.75692,-3.79742,-3.83759,-3.87739,-3.91683,-3.95589,-3.99456,-4.03284,-4.07077,-4.10834,-4.1456,-4.18257,-4.2193,-4.25582,-4.29221,-4.3285,-4.36476,-4.40104,-4.43741,-4.47394,-4.51068,-4.54769,-4.58502,-4.62273,-4.66088,-4.69951,-4.73867,-4.7784,-4.81873,-4.85971,-4.90136,-4.94371,-4.98678,-5.03057,-5.07512,-5.12045,-5.16657,-5.21348,-5.26119,-5.30969,-5.35901,-5.40914,-5.46006,-5.51177,-5.56429,-5.61763,-5.67177,-5.72668,-5.78234,-5.83877,-5.89597,-5.95393,-6.01263,-6.07203,-6.13214,-6.19296,-6.25446,-6.31663,-6.37946,-6.44294,-6.50704,-6.57171,-6.63695,-6.70286,-6.76943,-6.83662,-6.9043,-6.97241,-7.04092
17,87,1.3245,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.48132,-2.51984,-2.55854,-2.59744,-2.63653,-2.67583,-2.71533,-2.75504,-2.79496,-2.83509,-2.87543,-2.91598,-2.95674,-2.99771,-3.03886,-3.0802,-3.12173,-3.16341,-3.20524,-3.2472,-3.28927,-3.33142,-3.37364,-3.41589,-3.45814,-3.50036,-3.54252,-3.58459,-3.62652,-3.66828,-3.70985,-3.75118,-3.79225,-3.83303,-3.87348,-3.91361,-3.95339,-3.9928,-4.03186,-4.07057,-4.10893,-4.14698,-4.18473,-4.22222,-4.25948,-4.29657,-4.33353,-4.37041,-4.40727,-4.44416,-4.48114,-4.51828,-4.55561,-4.59321,-4.63112,-4.6694,-4.70809,-4.74724,-4.7869,-4.82709,-4.86786,-4.90924,-4.95126,-4.99393,-5.03727,-5.08131,-5.12608,-5.17157,-5.21781,-5.26478,-5.31251,-5.36101,-5.41026,-5.46025,-5.511,-5.56251,-5.61479,-5.66784,-5.72161,-5.77609,-5.8313,-5.88724,-5.94391,-6.00128,-6.05931,-6.11802,-6.1774,-6.23744,-6.29812,-6.35942,-6.42135,-6.48386,-6.54693,-6.61054,-6.6748,-6.73971,-6.8052,-6.87117,-6.93754,-7.00433
18,87,1.3344,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.48554,-2.52378,-2.5622,-2.60082,-2.63963,-2.67865,-2.71787,-2.7573,-2.79694,-2.8368,-2.87687,-2.91715,-2.95766,-2.99837,-3.03929,-3.0804,-3.1217,-3.16319,-3.20483,-3.24662,-3.28854,-3.33058,-3.37269,-3.41487,-3.45707,-3.49928,-3.54147,-3.58359,-3.62561,-3.6675,-3.70924,-3.75079,-3.79211,-3.83317,-3.87396,-3.91445,-3.95463,-3.99449,-4.03401,-4.07321,-4.11208,-4.15066,-4.18895,-4.22697,-4.26478,-4.3024,-4.33988,-4.37726,-4.41459,-4.45193,-4.48933,-4.52685,-4.56452,-4.60242,-4.64059,-4.67907,-4.71793,-4.7572,-4.79692,-4.83713,-4.87787,-4.91918,-4.96106,-5.00356,-5.04668,-5.09046,-5.13492,-5.18006,-5.2259,-5.27243,-5.31969,-5.36766,-5.41635,-5.46575,-5.51587,-5.56671,-5.61829,-5.6706,-5.72359,-5.77727,-5.83165,-5.88673,-5.94251,-5.99895,-6.05604,-6.11378,-6.17216,-6.23118,-6.29081,-6.35105,-6.41189,-6.47329,-6.53523,-6.59771,-6.66082,-6.72456,-6.78886,-6.85363,-6.9188,-6.98438
19,87,1.3441,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.50258,-2.54078,-2.57916,-2.61774,-2.65651,-2.69549,-2.73467,-2.77407,-2.81369,-2.85352,-2.89356,-2.93383,-2.97431,-3.015,-3.05589,-3.09698,-3.13826,-3.17971,-3.22133,-3.26309,-3.30497,-3.34696,-3.38904,-3.43116,-3.4733,-3.51545,-3.55756,-3.5996,-3.64154,-3.68333,-3.72497,-3.76641,-3.80761,-3.84855,-3.88921,-3.92957,-3.96962,-4.00933,-4.04872,-4.08777,-4.12651,-4.16494,-4.20309,-4.24098,-4.27865,-4.31614,-4.35349,-4.39075,-4.42795,-4.46516,-4.50244,-4.53983,-4.57738,-4.61514,-4.65317,-4.69151,-4.73022,-4.76933,-4.80888,-4.84891,-4.88947,-4.93057,-4.97224,-5.01451,-5.05739,-5.10091,-5.1451,-5.18995,-5.23549,-5.28171,-5.32862,-5.37625,-5.42457,-5.47359,-5.52331,-5.57374,-5.6249,-5.67676,-5.7293,-5.78251,-5.83641,-5.891,-5.94626,-6.00218,-6.05873,-6.11593,-6.17376,-6.23221,-6.29127,-6.35092,-6.41117,-6.47198,-6.53331,-6.59518,-6.65767,-6.72078,-6.78445,-6.84858,-6.91311,-6.97805
20,87,1.3445,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.50904,-2.54704,-2.58523,-2.62362,-2.66221,-2.70101,-2.74002,-2.77925,-2.81871,-2.85838,-2.89827,-2.93839,-2.97874,-3.01929,-3.06006,-3.10104,-3.14221,-3.18356,-3.22508,-3.26674,-3.30855,-3.35046,-3.39246,-3.43452,-3.4766,-3.5187,-3.56076,-3.60276,-3.64467,-3.68644,-3.72806,-3.76948,-3.81068,-3.85163,-3.89231,-3.93269,-3.97277,-4.01253,-4.05197,-4.09108,-4.12989,-4.16841,-4.20665,-4.24463,-4.28241,-4.32001,-4.35748,-4.39486,-4.4322,-4.46955,-4.50696,-4.54449,-4.58219,-4.62009,-4.65827,-4.69676,-4.73561,-4.77487,-4.81456,-4.85473,-4.89542,-4.93665,-4.97846,-5.02085,-5.06385,-5.10748,-5.15177,-5.19673,-5.24236,-5.28868,-5.33568,-5.38338,-5.43178,-5.48087,-5.53065,-5.58114,-5.63235,-5.68425,-5.73683,-5.79008,-5.844,-5.89861,-5.9539,-6.00983,-6.06639,-6.12358,-6.18141,-6.23986,-6.2989,-6.35854,-6.41876,-6.47954,-6.54085,-6.60268,-6.66513,-6.72821,-6.79183,-6.85591,-6.92039,-6.98528
21,87,1.3536,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.52948,-2.56728,-2.60527,-2.64346,-2.68187,-2.72049,-2.75933,-2.79839,-2.83769,-2.87721,-2.91696,-2.95694,-2.99715,-3.03758,-3.07822,-3.11907,-3.16012,-3.20135,-3.24275,-3.2843,-3.32597,-3.36776,-3.40963,-3.45155,-3.4935,-3.53544,-3.57735,-3.61919,-3.66092,-3.70251,-3.74394,-3.78517,-3.82616,-3.8669,-3.90736,-3.94754,-3.9874,-4.02695,-4.06618,-4.10509,-4.14371,-4.18205,-4.22013,-4.25797,-4.29562,-4.33312,-4.37051,-4.40783,-4.44513,-4.48247,-4.5199,-4.55746,-4.59522,-4.63321,-4.67149,-4.7101,-4.7491,-4.78852,-4.82839,-4.86875,-4.90964,-4.95109,-4.99312,-5.03575,-5.079,-5.12288,-5.16743,-5.21265,-5.25854,-5.30512,-5.3524,-5.40037,-5.44904,-5.4984,-5.54845,-5.59921,-5.65069,-5.70287,-5.75571,-5.80922,-5.86341,-5.91828,-5.97382,-6.03001,-6.08682,-6.14427,-6.20234,-6.26103,-6.32031,-6.38018,-6.44064,-6.50165,-6.56318,-6.62524,-6.68791,-6.7512,-6.81503,-6.87932,-6.944,-7.0091
22,87,1.3336,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.58303,-2.62068,-2.65853,-2.69658,-2.73485,-2.77333,-2.81204,-2.85098,-2.89014,-2.92952,-2.96913,-3.00897,-3.04903,-3.08931,-3.12979,-3.17047,-3.21133,-3.25236,-3.29354,-3.33485,-3.37626,-3.41776,-3.45931,-3.50088,-3.54244,-3.58396,-3.62541,-3.66675,-3.70794,-3.74895,-3.78975,-3.83032,-3.87061,-3.91061,-3.95029,-3.98965,-4.02868,-4.06737,-4.10571,-4.14374,-4.18145,-4.21889,-4.25606,-4.29301,-4.32977,-4.3664,-4.40294,-4.43943,-4.47593,-4.5125,-4.54917,-4.58602,-4.62309,-4.66041,-4.69805,-4.73605,-4.77446,-4.81331,-4.85263,-4.89246,-4.93283,-4.97378,-5.01532,-5.05747,-5.10024,-5.14366,-5.18774,-5.2325,-5.27794,-5.32407,-5.37089,-5.41841,-5.46663,-5.51553,-5.56513,-5.61543,-5.66644,-5.71816,-5.77054,-5.82358,-5.8773,-5.93169,-5.98676,-6.04247,-6.0988,-6.15577,-6.21336,-6.27156,-6.33035,-6.38974,-6.44971,-6.51023,-6.57126,-6.63283,-6.69501,-6.75781,-6.82115,-6.88495,-6.94914,-7.01375
